CALENDAR_YEAR,COUNTY,ACCOUNT_CODE_NARRATIVE,FINANCIAL_STATEMENT,FINANCIAL_STATEMENT_SEGMENT,LEVEL_1_CATEGORY,LEVEL_2_CATEGORY,OBJECT_OF_EXPENDITURE,AMOUNT,
2015,Allegany,"OTHER PUBLIC HEALTH, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,11177,
2015,Allegany,"NARCOTIC ADDIC CONTROL, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,PUBLIC HEALTH SERVICES,Contractual,860596,
2015,Allegany,TOWNS & CITIES,BALANCE SHEET,CURRENT ASSETS,,,,18898,
2015,Allegany,"FED AID, CIVIL DEFENSE",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - PUBLIC SAFETY,,,
2015,Allegany,"MENTAL HEALTH ADMIN,PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,MENTAL HEALTH SERVICES,Personal Services,407013,
2015,Allegany,"MENTAL HEALTH ADMIN,EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,MENTAL HEALTH SERVICES,Equipment and Capital Outlay,10060,
2015,Allegany,"MENTAL HEALTH ADMIN,CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,MENTAL HEALTH SERVICES,Contractual,1259315,
2015,Allegany,"MENTAL HEALTH ADMIN,EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,145680,
2015,Allegany,FED AID  OTHER PUBLIC SAFETY,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - PUBLIC SAFETY,,,
2015,Allegany,"PSYCH EXP, CRIM ACT, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,HEALTH,MENTAL HEALTH SERVICES,Contractual,179736,
2015,Allegany,DUE FROM OTHER GOVERNMENTS,BALANCE SHEET,CURRENT ASSETS,,,,88680,
2015,Allegany,"FED AID, PUBLIC HEALTH",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - HEALTH,,542,
2015,Allegany,INVENTORY,BALANCE SHEET,CURRENT ASSETS,,,,12727,
2015,Allegany,FED AID WIC PROGRAM,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,380718,
2015,Allegany,FED AID OTHER HEALTH,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - HEALTH,,76378,
2015,Allegany,"INVESTMENTS IN SECURITIES, SPEC RES",BALANCE SHEET,CURRENT ASSETS,,,,3624691,
2015,Allegany,FED AID OTHER TRANSPORTATION,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - TRANSPORTATION,,159613,
2015,Allegany,"FED AID, MEDICAID ASSISTANCE",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,-325187,
2015,Allegany,"FED AID, FAMILY ASSISTANCE",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,2359647,
2015,Allegany,"FED AID, SOCIAL SERVICES ADMINISTRATION",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,2945844,
2015,Allegany,"FED AID, FOOD STAMP PROGRAM ADMIN",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,831530,
2015,Allegany,FLEXIBLE FUND FOR FAMILY SERVICES (FFFS),STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,3091549,
2015,Allegany,"FED AID, SAFETY NET",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,24315,
2015,Allegany,"FED AID, HOME ENERGY ASSISTANCE",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,1903970,
2015,Allegany,TITLE IV-B FUNDS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,49043,
2015,Allegany,"FED AID, SERVICES FOR RECIPIENTS",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - SOCIAL SERVICES,,162409,
2015,Allegany,"FED AID, PROGRAMS FOR AGING",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - COMMUNITY SERVICES,,431279,
2015,Allegany,PREPAID EXPENSES,BALANCE SHEET,CURRENT ASSETS,,,,880404,
2015,Allegany,INTERFUND TRANSFERS,STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,172,
2015,Allegany,"BUS OPERATIONS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,BUS SERVICE,Contractual,1382153,
2015,Allegany,ACCOUNTS PAYABLE,BALANCE SHEET,LIABILITIES,,,,1554042,
2015,Allegany,ACCRUED LIABILITIES,BALANCE SHEET,LIABILITIES,,,,333439,
2015,Allegany,"ADMIN, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,SOCIAL SERVICE ADMINISTRATION,Personal Services,4260168,
2015,Allegany,"ADMIN, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,SOCIAL SERVICE ADMINISTRATION,Equipment and Capital Outlay,27513,
2015,Allegany,"ADMIN, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,SOCIAL SERVICE ADMINISTRATION,Contractual,2781706,
2015,Allegany,"DAY CARE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,FINANCIAL ASSISTANCE,Contractual,379161,
2015,Allegany,"SERVICES FOR RECIPIENTS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,FINANCIAL ASSISTANCE,Contractual,843823,
2015,Allegany,"MEDICAL ASSISTANCE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,MEDICAID,Contractual,9502366,
2015,Allegany,"FAMILY ASSISTANCE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,FINANCIAL ASSISTANCE,Contractual,3906966,
2015,Allegany,"CHILD CARE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,NON-MEDICAID MEDICAL ASSISTANCE,Contractual,3400093,
2015,Allegany,"STATE TRAINING SCHOOL, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,YOUTH SERVICES,Contractual,10499,
2015,Allegany,"SAFETY NET, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,FINANCIAL ASSISTANCE,Contractual,1534366,
2015,Allegany,"HOME ENERGY ASSISTANCE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,FINANCIAL ASSISTANCE,Contractual,1987363,
2015,Allegany,"EMERGENCY AID FOR ADULTS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,FINANCIAL ASSISTANCE,Contractual,34752,
2015,Allegany,DUE TO OTHER FUNDS,BALANCE SHEET,LIABILITIES,,,,4920778,
2015,Allegany,DUE TO OTHER GOVERNMENTS,BALANCE SHEET,LIABILITIES,,,,13647,
2015,Allegany,"PROMOTION OF INDUSTRY, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,PROMOTION,Personal Services,68834,
2015,Allegany,"PROMOTION OF INDUSTRY, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,PROMOTION,Equipment and Capital Outlay,,
2015,Allegany,"PROMOTION OF INDUSTRY, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,PROMOTION,Contractual,159579,
2015,Allegany,"VETERANS SERVICE, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,CONSTITUENT SERVICES,Personal Services,97301,
2015,Allegany,"VETERANS SERVICE, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,CONSTITUENT SERVICES,Equipment and Capital Outlay,,
2015,Allegany,"VETERANS SERVICE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,CONSTITUENT SERVICES,Contractual,2289,
2015,Allegany,DUE TO SCHOOL DISTRICTS,BALANCE SHEET,LIABILITIES,,,,2929594,
2015,Allegany,"CONSUMER AFFAIRS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,CONSTITUENT SERVICES,Personal Services,57983,
2015,Allegany,"CONSUMER AFFAIRS, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,CONSTITUENT SERVICES,Equipment and Capital Outlay,,
2015,Allegany,"CONSUMER AFFAIRS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,CONSTITUENT SERVICES,Contractual,5903,
2015,Allegany,"DUE TO VILLAGE, DELINQUENT TAXES",BALANCE SHEET,LIABILITIES,,,,530746,
2015,Allegany,"PROGRAMS FOR AGING, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,ELDER SERVICES,Personal Services,733410,
2015,Allegany,"PROGRAMS FOR AGING, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,ELDER SERVICES,Equipment and Capital Outlay,20075,
2015,Allegany,"PROGRAMS FOR AGING, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,ELDER SERVICES,Contractual,798934,
2015,Allegany,"PROGRAMS FOR AGING, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,207969,
2015,Allegany,OTHER LIABILITIES,BALANCE SHEET,LIABILITIES,,,,221,
2015,Allegany,OVERPAYMENTS  & CLEARING ACCOUNT,BALANCE SHEET,LIABILITIES,,,,38952,
2015,Allegany,DEFERRED REVENUES,BALANCE SHEET,DEFERRED REVENUES,,,,4995670,
2015,Allegany,DEFERRED TAX REVENUES,BALANCE SHEET,DEFERRED REVENUES,,,,3573696,
2015,Allegany,"SPECIAL REC FACILITY, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,RECREATION SERVICES,Personal Services,34886,
2015,Allegany,"SPECIAL REC FACILITY, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,RECREATION SERVICES,Contractual,5513,
2015,Allegany,"YOUTH PROG, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,YOUTH RECREATION,Personal Services,36592,
2015,Allegany,"YOUTH PROG, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,YOUTH RECREATION,Contractual,138795,
2015,Allegany,"YOUTH PROG, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,28772,
2015,Allegany,"HISTORIAN, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,CULTURAL SERVICES,Personal Services,37210,
2015,Allegany,"HISTORIAN, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,CULTURAL SERVICES,Contractual,1553,
2015,Allegany,"OTHER CULTURE AND REC, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,CULTURE AND RECREATION,MISCELLANEOUS CULTURAL AND RECREATION,Contractual,207777,
2015,Allegany,"PLANNING, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ZONING AND PLANNING,Personal Services,112327,
2015,Allegany,"PLANNING, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ZONING AND PLANNING,Equipment and Capital Outlay,434,
2015,Allegany,"PLANNING, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,GENERAL GOVERNMENT,ZONING AND PLANNING,Contractual,86504,
2015,Allegany,FUND EQUITY-BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,27915435,
2015,Allegany,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,27915435,
2015,Allegany,FUND EQUITY-END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,29552011,
2015,Allegany,Not in Spendable Form,BALANCE SHEET,EQUITY - NONSPENDABLE,,,,893205,
2015,Allegany,"REFUSE & GARBAGE, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,REFUSE AND GARBAGE,Personal Services,882252,
2015,Allegany,"REFUSE & GARBAGE, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,REFUSE AND GARBAGE,Equipment and Capital Outlay,187520,
2015,Allegany,"REFUSE & GARBAGE, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SANITATION,REFUSE AND GARBAGE,Contractual,465609,
2015,Allegany,"CONSERVATION, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,NATURAL RESOURCES,Contractual,57852,
2015,Allegany,"FISH AND GAME, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,NATURAL RESOURCES,Contractual,2500,
2015,Allegany,"FORESTRY, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,NATURAL RESOURCES,Contractual,139500,
2015,Allegany,"AGRICULTURE AND LIVESTOCK, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,NATURAL RESOURCES,Contractual,249410,
2015,Allegany,RESERVE FOR REPAIRS,BALANCE SHEET,EQUITY - RESERVED,,,,244974,
2015,Allegany,RES FOR SOLID WASTE MGMT FACILITY,BALANCE SHEET,EQUITY - RESERVED,,,,405835,
2015,Allegany,"MISC HOME & COMM SERV, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,COMMUNITY SERVICES,MISCELLANEOUS COMMUNITY SERVICES,Contractual,8000,
2015,Allegany,Other Restricted Fund Balance,BALANCE SHEET,EQUITY - RESTRICTED,,,,416420,
2015,Allegany,STATE RETIREMENT SYSTEM,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,RETIREMENT - STATE/LOCAL,Employee Benefits,3245145,
2015,Allegany,"SOCIAL SECURITY, EMPLOYER CONT",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,SOCIAL SECURITY,Employee Benefits,1653826,
2015,Allegany,"WORKER'S COMPENSATION, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,WORKER'S COMPENSATION,Employee Benefits,306937,
2015,Allegany,"DISABILITY INSURANCE, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,DISABILITY INSURANCE,Employee Benefits,46998,
2015,Allegany,Assigned Appropriated Fund Balance,BALANCE SHEET,EQUITY - ASSIGNED,,,,1030000,
2015,Allegany,Assigned Unappropriated Fund Balance,BALANCE SHEET,EQUITY - ASSIGNED,,,,2000000,
2015,Allegany,Unassigned Fund Balance,BALANCE SHEET,EQUITY - UNASSIGNED,,,,24561577,
2015,Allegany,"TRANSFERS, OTHER FUNDS",STATEMENT OF EXPENDITURES AND OTHER USES,OTHER USES,OTHER USES,TRANSFERS,Interfund Transfer,20247155,
2015,Allegany,CASH IN TIME DEPOSITS,BALANCE SHEET,CURRENT ASSETS,,,,248350,
2015,Allegany,INTEREST AND EARNINGS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,268,
2015,Allegany,REFUNDS OF PRIOR YEAR'S EXPENDITURES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,,
2015,Allegany,INTERFUND REVENUES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,398990,
2015,Allegany,OTHER AID (SPECIFY),STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,MISCELLANEOUS STATE AID,,2160,
2015,Allegany,REHABILITATION LOAN RECEIVABLE,BALANCE SHEET,CURRENT ASSETS,,,,423054,
2015,Allegany,DUE FROM OTHER FUNDS,BALANCE SHEET,CURRENT ASSETS,,,,87860,
2015,Allegany,STATE & FEDERAL RECEIVABLES,BALANCE SHEET,CURRENT ASSETS,,,,,
2015,Allegany,FEDERAL AID - WORKFORCE INVESTMENT ACT,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - ECONOMIC DEVELOPMENT,,444863,
2015,Allegany,INTERFUND TRANSFERS,STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,30250,
2015,Allegany,ACCOUNTS PAYABLE,BALANCE SHEET,LIABILITIES,,,,16405,
2015,Allegany,"WORKFORCE INVESTMENT ACT, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,EMPLOYMENT SERVICES,Personal Services,552216,
2015,Allegany,"WORKFORCE INVESTMENT ACT, EQUIP & CAP OUTL",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,EMPLOYMENT SERVICES,Equipment and Capital Outlay,4507,
2015,Allegany,"WORKFORCE INVESTMENT ACT, CONTR EXPEN",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,SOCIAL SERVICES,EMPLOYMENT SERVICES,Contractual,95985,
2015,Allegany,"WORKFORCE INVESTMENT ACT, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,UNCLASSIFIED EMPLOYEE BENEFITS,Employee Benefits,263906,
2015,Allegany,DUE TO OTHER FUNDS,BALANCE SHEET,LIABILITIES,,,,99850,
2015,Allegany,DEFERRED REVENUES,BALANCE SHEET,DEFERRED REVENUES,,,,372356,
2015,Allegany,FUND EQUITY-BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,295664,
2015,Allegany,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,295664,
2015,Allegany,FUND EQUITY-END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,270653,
2015,Allegany,COMMUNITY DEVELOP CONTINGENCY,STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,ECONOMIC DEVELOPMENT,MISCELLANEOUS ECONOMIC DEVELOPMENT,Contractual,-15072,
2015,Allegany,Assigned Unappropriated Fund Balance,BALANCE SHEET,EQUITY - ASSIGNED,,,,270653,
2015,Allegany,CASH IN TIME DEPOSITS,BALANCE SHEET,CURRENT ASSETS,,,,514214,
2015,Allegany,PETTY CASH,BALANCE SHEET,CURRENT ASSETS,,,,300,
2015,Allegany,ROADS & BRIDGES CHARGES OTHER GOVTS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,CHARGES TO OTHER GOVERNMENTS,TRANSPORTATION CHARGES,,4550,
2015,Allegany,"CASH IN TIME DEPOSITS, SPEC RES",BALANCE SHEET,CURRENT ASSETS,,,,29202,
2015,Allegany,INTEREST AND EARNINGS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,INTEREST AND EARNINGS,,736,
2015,Allegany,SALES OF SCRAP & EXCESS MATERIALS,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,17587,
2015,Allegany,"SALES, OTHER",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,USE AND SALE OF PROPERTY,SALE OF PROPERTY,,134,
2015,Allegany,REFUNDS OF PRIOR YEAR'S EXPENDITURES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,14000,
2015,Allegany,UNCLASSIFIED (SPECIFY),STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,2805,
2015,Allegany,INTERFUND REVENUES,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,OTHER LOCAL REVENUES,MISCELLANEOUS REVENUES,,588316,
2015,Allegany,"TRAFFIC CONTROL, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Personal Services,45518,
2015,Allegany,"TRAFFIC CONTROL, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Equipment and Capital Outlay,1000,
2015,Allegany,"TRAFFIC CONTROL, CONTR EXPEN",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,PUBLIC SAFETY,POLICE,Contractual,209401,
2015,Allegany,"ST AID, CONSOLIDATED HIGHWAY AID",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - TRANSPORTATION,,2614417,
2015,Allegany,"ST AID, OTHER TRANSPORTATION",STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,STATE AID,STATE AID - TRANSPORTATION,,,
2015,Allegany,ACCOUNTS RECEIVABLE,BALANCE SHEET,CURRENT ASSETS,,,,,
2015,Allegany,DUE FROM OTHER FUNDS,BALANCE SHEET,CURRENT ASSETS,,,,2055658,
2015,Allegany,STATE & FEDERAL RECEIVABLES,BALANCE SHEET,CURRENT ASSETS,,,,609752,
2015,Allegany,INVENTORY OF MATERIALS & SUPPLIES,BALANCE SHEET,CURRENT ASSETS,,,,585466,
2015,Allegany,FED AID OTHER TRANSPORTATION,STATEMENT OF REVENUES AND OTHER SOURCES,REVENUES,FEDERAL AID,FEDERAL AID - TRANSPORTATION,,,
2015,Allegany,PREPAID EXPENSES,BALANCE SHEET,CURRENT ASSETS,,,,90183,
2015,Allegany,"ENGINEERING, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Personal Services,199610,
2015,Allegany,"ENGINEERING, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,6926,
2015,Allegany,"ENGINEERING, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,6202,
2015,Allegany,INTERFUND TRANSFERS,STATEMENT OF REVENUES AND OTHER SOURCES,OTHER SOURCES,OTHER SOURCES,TRANSFERS,,8781968,
2015,Allegany,"MAINT OF STREETS, PERS SERV",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Personal Services,1942891,
2015,Allegany,"MAINT OF STREETS, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,2810,
2015,Allegany,"MAINT OF STREETS, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,1619141,
2015,Allegany,"PERM IMPROVE HIGHWAY, EQUIP & CAP OUTLAY",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Equipment and Capital Outlay,2614417,
2015,Allegany,"SNOW REMOVAL, CONTR EXPEND",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,TRANSPORTATION,HIGHWAYS,Contractual,2208490,
2015,Allegany,ACCOUNTS PAYABLE,BALANCE SHEET,LIABILITIES,,,,558649,
2015,Allegany,DUE TO OTHER FUNDS,BALANCE SHEET,LIABILITIES,,,,921005,
2015,Allegany,FUND EQUITY - BEGINNING OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,1972664,
2015,Allegany,RESTATED FUND EQUITY - BEG OF YEAR,CHANGE IN EQUITY,BEGINNING BALANCE,,,,1972664,
2015,Allegany,FUND EQUITY - END OF YEAR,CHANGE IN EQUITY,ENDING BALANCE,,,,2405121,
2015,Allegany,Not in Spendable Form,BALANCE SHEET,EQUITY - NONSPENDABLE,,,,675684,
2015,Allegany,RESERVE FOR REPAIRS,BALANCE SHEET,EQUITY - RESERVED,,,,29202,
2015,Allegany,"STATE RETIREMENT, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,RETIREMENT - STATE/LOCAL,Employee Benefits,372670,
2015,Allegany,"SOCIAL SECURITY , EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,SOCIAL SECURITY,Employee Benefits,178250,
2015,Allegany,"WORKER'S COMPENSATION, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,WORKER'S COMPENSATION,Employee Benefits,34950,
2015,Allegany,"DISABILITY INSURANCE, EMPL BNFTS",STATEMENT OF EXPENDITURES AND OTHER USES,EXPENDITURES,EMPLOYEE BENEFITS,DISABILITY INSURANCE,Employee Benefits,6295,
2015,Allegany,Assigned Unappropriated Fund Balance,BALANCE SHEET,EQUITY - ASSIGNED,,,,1700235,
